Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Concentrate (Hard Focus),Ideate (Soft Focus),Collaborate,Learn,Socialize,Restore,Circulate, Other,Other - Text,"At the beginning of full-time remote, some employees felt like work was manageable or even better when working from home, while others felt like it was still best done in the office. We know you've learned a lot and probably changed your mind about a few things. So with today's perspective: what goes well at home vs. in the office? Check as many as fell right; it's OK if some Modes go well in both spaces or if some Modes don't go well in either. - Concentrate","At the beginning of full-time remote, some employees felt like work was manageable or even better when working from home, while others felt like it was still best done in the office. We know you've learned a lot and probably changed your mind about a few things. So with today's perspective: what goes well at home vs. in the office? Check as many as fell right; it's OK if some Modes go well in both spaces or if some Modes don't go well in either. - Ideate","At the beginning of full-time remote, some employees felt like work was manageable or even better when working from home, while others felt like it was still best done in the office. We know you've learned a lot and probably changed your mind about a few things. So with today's perspective: what goes well at home vs. in the office? Check as many as fell right; it's OK if some Modes go well in both spaces or if some Modes don't go well in either. - Collaborate","At the beginning of full-time remote, some employees felt like work was manageable or even better when working from home, while others felt like it was still best done in the office. We know you've learned a lot and probably changed your mind about a few things. So with today's perspective: what goes well at home vs. in the office? Check as many as fell right; it's OK if some Modes go well in both spaces or if some Modes don't go well in either. - Learn","At the beginning of full-time remote, some employees felt like work was manageable or even better when working from home, while others felt like it was still best done in the office. We know you've learned a lot and probably changed your mind about a few things. So with today's perspective: what goes well at home vs. in the office? Check as many as fell right; it's OK if some Modes go well in both spaces or if some Modes don't go well in either. - Socialize","At the beginning of full-time remote, some employees felt like work was manageable or even better when working from home, while others felt like it was still best done in the office. We know you've learned a lot and probably changed your mind about a few things. So with today's perspective: what goes well at home vs. in the office? Check as many as fell right; it's OK if some Modes go well in both spaces or if some Modes don't go well in either. - Restore","At the beginning of full-time remote, some employees felt like work was manageable or even better when working from home, while others felt like it was still best done in the office. We know you've learned a lot and probably changed your mind about a few things. So with today's perspective: what goes well at home vs. in the office? Check as many as fell right; it's OK if some Modes go well in both spaces or if some Modes don't go well in either. - Circulate","At the beginning of full-time remote, some employees felt like work was manageable or even better when working from home, while others felt like it was still best done in the office. We know you've learned a lot and probably changed your mind about a few things. So with today's perspective: what goes well at home vs. in the office? Check as many as fell right; it's OK if some Modes go well in both spaces or if some Modes don't go well in either. - Other","At the beginning of full-time remote, some employees felt like work was manageable or even better when working from home, while others felt like it was still best done in the office. We know you've learned a lot and probably changed your mind about a few things. So with today's perspective: what goes well at home vs. in the office? Check as many as fell right; it's OK if some Modes go well in both spaces or if some Modes don't go well in either. - Other - Text","For anything you indicated is best when you're working from home, please share more about why you think that is. We'd love to hear specifics if you want to share them.","For anything you indicated is best when you're in the office, please share more about why you think that is. We'd love to hear specifics if you want to share them."
5/4/2021 14:06,5/4/2021 14:11,IP Address,192.107.245.100,100,297,True,5/4/2021 14:11,R_25RXI8z9YddS3sW,,,,,44.82899475,-93.32189941,anonymous,EN,50,20,5,5,10,5,5,0,,Best when WFH,Best when working in the office,Best when working in the office,Goes well for me in both locations,Best when working in the office,Goes well for me in both locations,Goes well for me in both locations,,,"Without other people around, I can concentrate a lot more at home.","Definitely the socialization!  I take break and lunch with coworkers at the office and get none of that, obviously, at home."
5/4/2021 14:06,5/4/2021 14:11,IP Address,192.107.245.100,100,331,True,5/4/2021 14:11,R_1DZr6aJiJf1thJy,,,,,44.82899475,-93.32189941,anonymous,EN,25,30,15,5,5,15,5,0,,Best when WFH,Best when WFH,Best when WFH,Best when WFH,Goes well for me in both locations,Best when WFH,Best when WFH,,,"I've never worked in an office, only remote.  I am assuming the social would be easier (and maybe more distracting) in the office.",Have only worked from home.
5/4/2021 14:06,5/4/2021 14:11,IP Address,66.41.172.112,100,341,True,5/4/2021 14:11,R_3gZ7osHjK4wFNYm,,,,,45.01229858,-93.34470367,anonymous,EN,40,25,15,15,2,2,1,0,,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Best when working in the office,Struggling with this in both locations,Struggling with this in both locations,,,"fewer distractions such as co-workers, etc. ",learning new computer skills is easier in the office when you can be shown what to do
5/4/2021 14:06,5/4/2021 14:11,IP Address,192.107.245.100,100,357,True,5/4/2021 14:12,R_1Ca1QKsYZhhjYpc,,,,,44.82899475,-93.32189941,anonymous,EN,25,25,20,5,5,10,0,10,teach / assist,Best when WFH,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Best when WFH,Goes well for me in both locations,,none,I don't work in the office - I was hired as a remote employee.  I did work in an office 12 years ago so I am using that experience,.....
5/4/2021 14:06,5/4/2021 14:12,IP Address,192.107.245.100,100,343,True,5/4/2021 14:12,R_2QRth0Ths2JB1vZ,,,,,44.82899475,-93.32189941,anonymous,EN,15,20,15,15,15,5,15,0,,Best when WFH,Best when WFH,Best when WFH,Best when WFH,Best when WFH,Best when WFH,Best when WFH,,,Able to get more done in less time with less distraction. ,
5/4/2021 14:06,5/4/2021 14:12,IP Address,192.107.245.100,100,363,True,5/4/2021 14:12,R_21B4h8OY4OdJi7d,,,,,44.82899475,-93.32189941,anonymous,EN,20,10,35,20,5,5,5,0,,Goes well for me in both locations,Best when WFH,Best when working in the office,Best when working in the office,Best when working in the office,Best when WFH,Best when WFH,,,WFM allows for more overall time in the day which lends itself to increased restoration and circulation.,"There are more opportunities for impromptu learning, collaboration, and socialization in the office.  The value of the conversations and interactions before/after meetings, and or running into others in the hallway cannot be minimized."
5/4/2021 14:06,5/4/2021 14:12,IP Address,76.17.249.119,100,370,True,5/4/2021 14:12,R_r3INzgJZf1vzEk1,,,,,45.09359741,-93.24069977,anonymous,EN,80,3,3,3,5,3,3,0,,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,Best when WFH,Goes well for me in both locations,Best when WFH,Best when WFH,,,I am able to concentrate much better at home due to not having any distractions.  There are lots of distractions at the office,
5/4/2021 14:07,5/4/2021 14:12,IP Address,192.107.245.100,100,324,True,5/4/2021 14:12,R_1q7ZQKOXh2UBEsg,,,,,44.82899475,-93.32189941,anonymous,EN,20,30,10,10,10,10,10,0,,Goes well for me in both locations,Best when WFH,Best when working in the office,Goes well for me in both locations,Best when working in the office,Best when WFH,Best when working in the office,Goes well for me in both locations,,For ideating and restoring home is just a more comfortable space.,It is easier to collaborate and run into people at the office. At home it has to be a conscious effort. In office you can run into people getting coffee etc. 
5/4/2021 14:06,5/4/2021 14:12,IP Address,192.107.245.100,100,333,True,5/4/2021 14:12,R_aVmcUSuTWoMdP0d,,,,,44.82899475,-93.32189941,anonymous,EN,30,20,15,5,10,10,10,0,,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Goes well for me in both locations,,N/A,"circulate.  in the office I tend to get up more from my desk to go to the printer, walk around, talk.  At home I'm mostly glued to my desk the majority of my shift."
5/4/2021 14:06,5/4/2021 14:12,IP Address,192.107.245.100,100,353,True,5/4/2021 14:12,R_2P1pceaaHVVBAO7,,,,,44.82899475,-93.32189941,anonymous,EN,50,10,20,10,2,3,5,0,,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Goes well for me in both locations,Struggling with this in both locations,Struggling with this in both locations,,,,Sometimes easier when in person & able to share tools for learning.
5/4/2021 14:06,5/4/2021 14:12,IP Address,192.107.245.100,100,386,True,5/4/2021 14:12,R_339H1K2pcXv2sKU,,,,,44.82899475,-93.32189941,anonymous,EN,15,10,40,20,5,5,5,0,,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Goes well for me in both locations,Struggling with this in both locations,Goes well for me in both locations,Struggling with this in both locations,,,,Socializing is easier in the office as I feel like being in person or more meaningful than talking on the phone.
5/4/2021 14:06,5/4/2021 14:12,IP Address,73.5.180.215,100,353,True,5/4/2021 14:12,R_2B8P3v3G6t9oK15,,,,,44.99980164,-93.39299774,anonymous,EN,30,15,25,10,10,5,5,0,,Best when working in the office,Best when working in the office,Best when working in the office,Best when WFH,Best when working in the office,Best when WFH,Goes well for me in both locations,,,"I like learning from home, as I can fully concentrate on it and there is a set time limit for that concentration. I also prefer working out/walking my dog while at home for the restoration piece.","I find my home more distracting, so I find it easier to have a hard focus at work. I think ideate and collaborate are best in office as it is easier to access others."
5/4/2021 14:07,5/4/2021 14:12,IP Address,192.107.245.100,100,334,True,5/4/2021 14:12,R_5ssfyM0bYrq0jyF,,,,,44.82899475,-93.32189941,anonymous,EN,10,15,60,10,5,0,0,0,,Best when WFH,Goes well for me in both locations,Struggling with this in both locations,Struggling with this in both locations,Best when working in the office,Struggling with this in both locations,Struggling with this in both locations,,,When in the office I receive a high volumn of impromptu visits from team members. Solid concentration works best for me when I do not have those interruptions. ,The side bar conversations and weekend check ins with team mates and others around the company no longer happens when at home. These are needed to build a well rounded relationships with coworkers.
5/4/2021 14:06,5/4/2021 14:12,IP Address,192.107.245.100,100,362,True,5/4/2021 14:12,R_3LaNdaL6TbtyAgP,,,,,44.82899475,-93.32189941,anonymous,EN,61,8,8,8,5,5,5,0,,Best when WFH,Goes well for me in both locations,Best when working in the office,Goes well for me in both locations,Best when working in the office,Best when WFH,Goes well for me in both locations,,,"There are fewer distractions at home than the office - less noise, interruptions, more comfortable.","For any activities that require communicating, face to face if more productive.  Home office works with the tools SFM has provided, but takes longer to get a task accomplished.  "
5/4/2021 14:06,5/4/2021 14:12,IP Address,192.107.245.100,100,350,True,5/4/2021 14:12,R_3D0k6lZUhFHf5TT,,,,,44.82899475,-93.32189941,anonymous,EN,25,25,15,10,10,10,5,0,,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Best when working in the office,Best when working in the office,Best when WFH,Best when WFH,,,,
5/4/2021 14:06,5/4/2021 14:12,IP Address,24.245.36.161,100,348,True,5/4/2021 14:12,R_2OGAdjWBeVSGzh8,,,,,44.80580139,-93.60710144,anonymous,EN,45,20,25,5,1,3,1,0,,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,nothing to add,restoration is great when you are at home and in and around the space you feel most secure and comfortable,socializing - you really need to be in person to have the greatest impact.
5/4/2021 14:08,5/4/2021 14:12,IP Address,192.107.245.100,100,254,True,5/4/2021 14:12,R_1o6WShg7kF9klvG,,,,,44.82899475,-93.32189941,anonymous,EN,35,45,5,3,3,5,4,0,,Best when WFH,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Best when WFH,Best when WFH,,,"The work life Balance.   No commute, I save a lot of money.  When I have questions my co-workers are a call away.   I love working from home. ","I do like seeing co-workers for meetings, however I think that during the work day I like to remain by myself to concentrate which works best working from home. "
5/4/2021 14:06,5/4/2021 14:12,IP Address,192.107.245.100,100,367,True,5/4/2021 14:13,R_3PRivOisrTamxZc,,,,,44.82899475,-93.32189941,anonymous,EN,35,25,10,10,5,5,10,0,,Best when WFH,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Best when WFH,Best when WFH,,?,I was hired to work from home (nurse) and there is a lot of chit chat and people coming to ask questions when in the office.,"I do not have any distractions at home, but  lots of socializing in the office. "
5/4/2021 14:06,5/4/2021 14:13,IP Address,192.107.245.100,100,382,True,5/4/2021 14:13,R_vCzleXEF0ZrIL6h,,,,,44.82899475,-93.32189941,anonymous,EN,30,10,30,5,5,10,10,0,,Best when working in the office,Goes well for me in both locations,Best when working in the office,Best when working in the office,Best when working in the office,Best when working in the office,Best when working in the office,,,,"When I am working in the office, my overall brain focus is work. At home, that is my resting place, my personal space and so it makes it difficult to shift my brain and use that space for work. In addition, my family was home during the same time which makes it a little chaotic. I am able to stick more to a routine when I am at the office and make sure that I am getting the restoration and working in the different arenas mentioned."
