Unnamed: 0,Header_schoolname,HeaderDD_addnotes,Combo,NotOpen
70011-FCI-VIRGILIO DAVILA.pdf,VIRGILIO DAVILA,Add any additional notes.," addtional notes campus is located within low lying lands.  campus floods multiple times month; requiring the classes to be canceled. paved service adequate parking is not sufficient for staff and visitors; add parking has loading dock, no trash enclosure  additional covered walkways are needed. non existent fencing is in adequate condition. equipment is obsolete- showing signs of corrosion and lack of use. erosion ruts common   columns have no visible cracking, spalling or corrosion some structural walls  have minor visible cracking, spalling or exposed reinforcing has internet problem with flooding, standing water most roof slab or decking areas have minor visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration some roof framing members have significant visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration   replace, leaking replace many walls require patching/repair (50% or more) mold found in some locations; remediation to be confirmed no glass/plastic, just shutters adequate damaged, wood rotting exposed concrete too slippery when wet (exposed to outdoors) treads worn/damaged - new metal tread surfaces replace repair ramps yes  admin (doesn’t work), 4 classrooms replace ac system & upgrade envelope for system administration  only natural ventilation     pole  1  in entire kitchen, not adequate inadequate clearances only 1 for restrooms, 1 for 1 classroom   nan appear to be operable no  yes nan has internet security, it cabinets in admin nan handwash no campus wide, only observed for ice machine municipal utility  yes non-hygienic - ceramic tile cracked  manual, working space too small - not compliant propane, tank cage is not big enough for maintenance not operable but walk in obsolete - replace none nan   buildings have surface mount outlets + exposed chain wiring ",0
70045-FCI-RAMON MORALES PEÑA.pdf,RAMON MORALES PEÑA,Add any additional notes.," addtional notes campus is located within low lying lands.  campus floods multiple times month; requiring the classes to be canceled.  parking striping is extensively worn; replace top coat and re-stripe  drainage is not sufficient to prevent rainwater entering building. sidewalks are extensively cracked with heaving and/or subsidence. replace with new exterior lighting is not sufficient to illuminate parking areas. entire perimeter of site is fenced.       campus has consist internet services throughout campus; campus has not experienced 'drop-out' in the last 12 months  significant visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration    repair repair many walls require patching/repair (50% or more) mold found in some locations; remediation to be confirmed replace replace   treads worn/damaged - new metal tread surfaces repair repair ramps yes  admin, library, some classrooms replace ac system & upgrade envelope for system   natural   add exhaust system  pad transformer cleanable - in good working order adequate adequate nan  nan nan  no  yes nan yes yes  handwash yes: what kind municipal utility  nan grout stained wood - to be replaced leaking water space too small - not compliant propane both adequate  not active - reconnect    ",0
70060-FCI-JUAN RAMON JIMENEZ.pdf,JUAN RAMON JIMENEZ,8-Jun,"6-8 addtional notes campus is located within low lying lands.  campus floods multiple times month; requiring the classes to be canceled. paved service adequate parking is not sufficient for staff and visitors; add parking no loading dock, 1 dumpster enclosure, 2nd dumpster with no enclosure areas of standing water remain after a rainfall.  expand storm system  some walk ways lighted, most lights damaged/do not work entire perimeter of site is fenced. basketball court roof leaks, no power, site not sloped well to prevent storm water issues landscaping does not restrict visibility and provide areas for concealment.   columns have no visible cracking, spalling or corrosion structural walls appear to be stable with no visible cracking, spalling or exposed reinforcing has internet infrastructure but problems with power some floor slab or decking areas have significant visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration some roof slab or decking areas have minor visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration some roof framing members have significant visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration floor framing appear to be sound with no visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration  repair, leaking replace majority in fair condition; install new finishes mold found in some locations; remediation to be confirmed smaller louvers on interior to campus walls are stuck with plaster, exterior louvers are functional repair  exposed concrete too slippery when wet (exposed to outdoors) stairs ok, cracks at stair and structural joint adequate repair ramps yes  classroom replace ac system & upgrade envelope for system classroom, problem with roof leaks  natural ventilation, some ptac units that are not operational replace system  add exhaust system  pad transformer tile 1 floor drain at pot wash inadequate clearances has larger one, but doesn’t work. use smaller cistern.  too few nan  no  has camera system, have issues, most not working, school purchased own nan has infrastructure, but problems with power nan nan handwash no municipal utility, kitchen has ug grease trap spill to grade from roof nan non-hygienic - ceramic tile cracked  leaking water space too small - not compliant propane both equipment in good shape, problems with power no machine not active - reconnect    ",0
70078-FCI-CACIQUE AGÜEYBANA.pdf,CACIQUE AGÜEYBANA,6-HS,"6-hs addtional notes campus is located within low lying lands.  campus floods multiple times month; requiring the classes to be canceled. drives are extensively cracked with heaving and/or subsidence. parking stops are needed. replace/add new enclosure with concrete walls and new catch basin drainage is not sufficient to prevent rainwater entering building. sidewalks are extensively cracked with heaving and/or subsidence. replace with new most does not work, a few lights above transformers, mech do work entire perimeter of site is fenced. 2 basketball courts, 1 w/o roof, 1 with leaking roof, no power/lights overgrown, ruts   columns have no visible cracking, spalling or corrosion some structural walls  have minor visible cracking, spalling or exposed reinforcing campus has consist internet services throughout campus; campus has not experienced 'drop-out' in the last 12 months some floor slab or decking areas have minor visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration some roof slab or decking areas have minor visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration some roof framing members have minor visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration some floor framing members have minor visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration  adequate appears to be some interior roof drains, leaders spill to grade some isolated conditions wall require patching/repair mold found in many locations; remediation to be confirmed adequate adequate  exposed concrete too slippery when wet (exposed to outdoors) cracks observed - repair none repair ramps yes  classrooms, admin replace ac system & upgrade envelope for system corridors  rooms have option for natural ventilation replace system  add exhaust system  pad transformer painted wall 1 floor drain on either side of hood/cooking eqmt (2 total) inadequate clearances nan has grease trap too few nan appear to be operable no  yes to cameras  has internet yes  handwash no municipal utility  yes non-hygienic - ceramic tile cracked wood - to be replaced leaking water space too small - not compliant propane both adequate no machine nan   library doesn’t have enough outlets ",0
70094-FCI-LUDOVICO COSTOSO.pdf,LUDOVICO COSTOSO,"K-hs, some adult","k-hs, some adult addtional notes additional notes storm drainage inadequate - all new drainage required no specific place for trash or loading dock area does not exist site sloping causes flooding issues in lower areas, like cafeteria sidewalks are extensively cracked with heaving and/or subsidence. replace with new exterior lighting is not sufficient to illuminate parking areas. fencing is in adequate condition. equipment is obsolete- showing signs of corrosion and lack of use. erosion ruts common   columns have no visible cracking, spalling or corrosion structural walls appear to be stable with no visible cracking, spalling or exposed reinforcing campus has zones on campus with no internet service; campus experiences 'drop-outs' weekly some floor slab or decking areas have significant visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration some roof slab or decking areas have minor visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration some roof framing members have minor visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration floor framing appear to be sound with no visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration  repair, leaking in several rooms replace, doesn’t appear to exist some isolated conditions wall require patching/repair mold found in some locations; remediation to be confirmed adequate adequate  exposed concrete too slippery when wet (exposed to outdoors) treads worn/damaged - new metal tread surfaces admin is only area with ceiling, admin ceiling appears new some issues with water ramps yes  admin, some classrooms new & in good condition  mini splits natural replace system  add exhaust system  pole surfaces cracked - no longer cleanable none inadequate clearances kitchen has cistern on roof above, pump doesn’t work  nan nan appear to be operable no  yes yes yes,problems with power security and it nan handwash no municipal utility none nan acceptable  water closet, sinks leaking space too small - not compliant propane both adequate no machine nan    ",0
70136-FCI-DR HIRAM GONZALEZ.pdf,DR HIRAM GONZALEZ,Add any additional notes.," addtional notes additional notes paved service adequate adequate     emergency lighting entire perimeter of site is fenced.       campus has consist internet services throughout campus; campus has not experienced 'drop-out' in the last 12 months      repair repair some isolated conditions wall require replacement mold found in some locations; remediation to be confirmed adequate adequate   adequate adequate adequate ramps yes   replace ac system & upgrade envelope for system drywall throughout  split dx fix new non operational system  yes, not functional general exhaust installed, not functional  pad transformer cleanable - in good working order adequate adequate yes potable and rain water for grey  yes none appear to be operable no  yes yes yes yes  handwash yes: what kind municipal utility  yes acceptable   generally complies with accessible spatial needs - minor adjustments to accessories propane both adequate other:  enter text not active - reconnect 1600 amps diesel  ",0
70144-FCI-EPIFANIO FERNANDEZ VANGA.pdf,EPIFANIO FERNANDEZ VANGA,K-5,"k-5 addtional notes campus is located within low lying lands.  campus floods multiple times month; requiring the classes to be canceled. no specific bus, drop off area. small staff parking lot (not owned by school but by municipality) parking is not sufficient for staff and visitors; add parking does not exist areas of standing water remain after a rainfall.  expand storm system sidewalks are extensively cracked with heaving and/or subsidence. replace with new exterior lighting is not sufficient to illuminate walkways between buildings. entire perimeter of site is fenced. inadequate space for outdoor activities;  erosion ruts common playground is covered by tree roots. foundations appear to be stable with no visible grade settlement and/or erosion  columns have no visible cracking, spalling or corrosion structural walls appear to be stable with no visible cracking, spalling or exposed reinforcing has internet some floor slab or decking areas have minor visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration some roof slab or decking areas have minor visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration some roof framing members have significant visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration some floor framing members have significant visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration  repair, leaking repair some isolated conditions wall require patching/repair nan adequate replace damaged, exposed rebar none adequate no ceilings underside of level above/roof peeling not ada compliant, raised nan  admin, library, 25% classrooms (5 of 20) replace ac system & upgrade envelope for system none  where ventilation exists: natural and thru wall units replace system  add exhaust system  pad transformer cleanable tile up to 5ft, painted wall above, some tile cracking nan inadequate clearances yes, 2 cisterns total, 1 for kitchen, 1 for restrooms  did not see hydrants on site nan  no  has camera system, motion sensor activated used to have, not anymore yes  nan handwash yes, ice maker has point of use, 1 cistern for kitchen, 1 for restrooms   storm drains to grade nan  block manual, did not observe leaking space too small - not compliant propane both adequate hand wash, no machine nan    ",0
70177-FCI-JUAN MORELL CAMPOS.pdf,JUAN MORELL CAMPOS,K-5,"k-5 addtional notes storm water is drained from parking lot and grounds within hours after a rain event; the campus operations are not interrupted by rain events. storm drainage inadequate - all new drainage required parking striping is extensively worn; replace top coat and re-stripe does not exist erosion ruts are observed on campus leading storm water to existing creek, culvert, etc.  regrade; new landscape & detention pond on site sidewalks are extensively cracked with heaving and/or subsidence. replace with new exterior lighting is not sufficient to illuminate parking areas. entire perimeter of site is fenced. play areas are adequate to provide opportunities for all age groups. landscaping does not restrict visibility and provide areas for concealment. ample space foundations may be un-stable with minor visible grade settlement and/or erosion  some columns have minor cracking, spalling or corrosion some structural walls  have minor visible cracking, spalling or exposed reinforcing campus has zones on campus with no internet service; campus experiences 'drop-outs' weekly minor visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration most roof slab or decking areas have significant visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration most roof framing members have significant visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration most floor framing members have minor visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration not properly attached, water leak replace replace water infiltration at ground level microbial growth observed at water infiltration spots and outdoor walkways adequate adequate deteriorated poor - cracking poor condition - replace severe damaged from water intrusion repair no ada access to upper floor uneven surfaces trip hazard all over outdoor areas and walkways all school good condition, obsolete units still present not observed  split system and windows new & in good condition  nan  pole cleanable - in good working order adequate adequate nan broken fridge and freezer nan  nan no  some of perimeter nan throughout school with dead zones and unstable adequate admin only handwash no municipal utility  nan acceptable adequate adequate no ada but there is space propane only one fridge operable. no freezer very basic hand wash nan   twice a week power outage ",0
70201-FCI-PABLO CASALS.pdf,PABLO CASALS,Urban site. School is a refuge/shelter.,"urban site. school is a refuge/shelter. addtional notes campus operations are rarely interrupted by rain events from the accumulation of water from storm events.  once or three times annually, the campus may experience sustained flooding to the parking lot and / or grounds for 24 hours.  the water level never floods any of the buildings, nor does it interrupt classwork. paved service adequate parking striping is extensively worn; replace top coat and re-stripe does not exist sufficent sidewalks are extensively cracked with heaving and/or subsidence. replace with new exterior lighting is not sufficient to illuminate walkways between buildings. entire perimeter of site is fenced. play areas are adequate to provide opportunities for all age groups. landscaping does not restrict visibility and provide areas for concealment.  foundations may be un-stable with minor visible grade settlement and/or erosion  some columns have significant cracking, spalling or corrosion some structural walls  have significant visible cracking, spalling or exposed reinforcing campus has zones on campus with no internet service; campus experiences 'drop-outs' weekly most floor slab or decking areas have significant visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration nan nan significant visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration  not observed replace many walls require patching/repair (50% or more) some microbial and termite adequate adequate  adequate treads worn, railing bars too far apart none repair both elevator and ramps  administration replace ac system & upgrade envelope for system   split dx minimal  none  pad transformer not observed cleanable - in good working order  inadequate clearances nan freezer is broken nan nan appear to be operable no no fire extinguishers perimeter cameras, not observed if active nan adequate not observed admin only handwash no municipal utility some ponding, reroofing cover storm drains none acceptable short doors, no ada stall. adequate space too small - not compliant propane freezer not operable adequate none nan none  electrical system not available for observation ",0
70243-FCI-REXVILLE ELEMENTAL.pdf,REXVILLE ELEMENTAL,K-5/ multi story/ no gym,"k-5/ multi story/ no gym addtional notes campus operations are interrupted once a month during hurricane season from the accumulation of stormwater.  three or eight times annually, the campus may experience sustained flooding to the parking lot and / or  building(s) and / or grounds for 24 hours.  the rainwater floods educational areas; requiring the classes to be canceled. paved service adequate parking striping is extensively worn; replace top coat and re-stripe replace/add new enclosure with concrete walls and new catch basin drainage is not sufficient to prevent rainwater entering building.  exterior lighting is not sufficient to illuminate parking areas. entire perimeter of site is fenced. use adjacent property/ kinder area playground can’t be used when wet minimal  foundations appear to be stable with no visible grade settlement and/or erosion  short column program  campus has internet some floor slab or decking areas have minor visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration roof slab or decking areas appear to be sound with no visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration some roof framing members have minor visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration floor framing appear to be sound with no visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration /short column repairs/trees close to building repair repair some isolated conditions wall require patching/repair nan repair repair fair condition exposed concrete too slippery when wet (exposed to outdoors) cracks observed - repair adequate   concrete ramps yes  admin(split systems)/ 20% classrooms/media/ replace ac system & upgrade envelope for system nan  natural natural no outside air natural natural  pad transformer concrete  exists nan  nan nan appear to be operable no fire extinguisher for every two  cameras exist nan every classroom yes nan nan  municipal utility grates appear to work yes acceptable laminate ok generally complies with accessible spatial needs - minor adjustments to accessories propane  adequate hand wash     ",0
70276-FCI-MIGUEL MELENDEZ MUÑOZ.pdf,MIGUEL MELENDEZ MUÑOZ,Add any additional notes.," addtional notes campus operations are interrupted once a month during hurricane season from the accumulation of stormwater.  three or eight times annually, the campus may experience sustained flooding to the parking lot and / or  building(s) and / or grounds for 24 hours.  the rainwater floods educational areas; requiring the classes to be canceled. paved service adequate adequate   drainage is not sufficient to prevent rainwater from covering parking and/or walkways. adequate  exterior lighting is not sufficient to illuminate parking areas. entire perimeter of site is fenced.  landscaping does not restrict visibility and provide areas for concealment.   some columns have significant cracking, spalling or corrosion some structural walls  have minor visible cracking, spalling or exposed reinforcing campus has consist internet services throughout campus; campus has not experienced 'drop-out' in the last 12 months some floor slab or decking areas have minor visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration nan nan nan yellow rating after earthquake    many walls require replacement (50% or more)  none replace   cracks observed - repair   nan  classrooms, admin, library replace ac system & upgrade envelope for system   natural   add exhaust system  pad transformer cleanable - in good working order adequate  yes    not operable        handwash yes: what kind municipal utility  yes acceptable wood - to be replaced adequate space too small - not compliant propane both adequate other:  enter text nan    ",0
70284-FCI-FRANCISCO MANRIQUE CABRERA.pdf,FRANCISCO MANRIQUE CABRERA,Add any additional notes.," addtional notes storm water is drained from parking lot and grounds within hours after a rain event; the campus operations are not interrupted by rain events.  parking is not sufficient for staff and visitors; add parking  adequate  adequate emergency lighting entire perimeter of site is fenced.  landscaping does not restrict visibility and provide areas for concealment.  foundations appear to be stable with no visible grade settlement and/or erosion  some columns have significant cracking, spalling or corrosion some structural walls  have significant visible cracking, spalling or exposed reinforcing campus has consist internet services throughout campus; campus has not experienced 'drop-out' in the last 12 months some floor slab or decking areas have significant visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration nan nan nan earthquake damage   many walls require patching/repair (50% or more) nan replace replace  elevator does not work  repair replace both elevator and ramps  admin, sped, science replace ac system & upgrade envelope for system   natural replace system  add exhaust system  pad transformer cleanable - in good working order adequate inadequate clearances nan  nan nan nan no  yes  yes   handwash yes: what kind municipal utility yes nan non-hygienic - ceramic tile cracked  leaking water generally complies with accessible spatial needs - minor adjustments to accessories propane both adequate  not active - reconnect  solar  ",0
70334-FCI-SU CACIQUE MAJAGUA.pdf,SU CACIQUE MAJAGUA,"212 students (71 special education students), 30 staff. The parking space is being using as play- yard too.","212 students (71 special education students), 30 staff. the parking space is being using as play- yard too. addtional notes storm water is drained from parking lot and grounds within hours after a rain event; the campus operations are not interrupted by rain events. drives are extensively cracked with heaving and/or subsidence. parking is not sufficient for staff and visitors; add parking trash collection not adequately sized; increase size of enclosed spaced areas of standing water remain after a rainfall.  expand storm system additional sidewalks are needed. exterior lighting is not sufficient to illuminate walkways between buildings. entire perimeter of site is fenced. inadequate space for outdoor activities;  landscaping does not restrict visibility and provide areas for concealment.   some columns have minor cracking, spalling or corrosion structural walls appear to be stable with no visible cracking, spalling or exposed reinforcing campus has zones on campus with no internet service; campus experiences 'drop-outs' weekly minor visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration most roof slab or decking areas have minor visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration some roof framing members have minor visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration nan  repair repair majority in fair condition; install new finishes mold found in some locations; remediation to be confirmed typ. 1 per classroom need repair 1 per room average has problem  poor - cracking there’s not stairs repair repair ramps yes  administration/kindergarten classroom/library new & in good condition exterior walkways, some classrooms  natural ventilation replace system  add exhaust system  pole cleanable - in good working order no  no 120-140 students use the facility, they have grease tramp, 1 restroom has cistern and is working nan nan natural vent no  they are working they use the ring bell system.right now is not working. typ. service has interruption during the day nan nan handwash no municipal utility did not exist yes non-hygienic - ceramic tile cracked cmu block partition leaking water space too small - not compliant propane both does not have oven, ice maker.  nan    ",0
70409-FCI-BERNARDO HUYKE.pdf,BERNARDO HUYKE,"Montessori program","montessori program addtional notes campus operations are rarely interrupted by rain events from the accumulation of water from storm events.  once or three times annually, the campus may experience sustained flooding to the parking lot and / or grounds for 24 hours.  the water level never floods any of the buildings, nor does it interrupt classwork. minimal drives. tight site parking is not sufficient for staff and visitors; add parking does not exist some work needed near entry adequate exterior lighting is not sufficient to illuminate walkways between buildings. entire perimeter of site is fenced. play areas are adequate to provide opportunities for all age groups. minimal  foundations appear to be stable with no visible grade settlement and/or erosion  columns have no visible cracking, spalling or corrosion structural walls appear to be stable with no visible cracking, spalling or exposed reinforcing campus has zones on campus with no internet service; campus experiences 'drop-outs' quarterly floor slab or decking areas appear to be sound with no visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration roof slab or decking areas appear to be sound with no visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration  floor framing appear to be sound with no visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration additional reinforcing being added at columns adequate repair majority in fair condition; install new finishes nan repair repair repair/paint  adequate adequate adequate nan  administration replace ac system & upgrade envelope for system   split dx nan natural natural  pad transformer tile and painted walls none inadequate clearances yes  not observed nan nan no  exists nan exists  nan handwash no municipal utility exists nan grout stained tile ok space too small - not compliant propane refrigeration small kitchen appears to be operable    power capacity does not support ac ",0
70417-FCI-RAFAEL COLON SALGADO.pdf,RAFAEL COLON SALGADO,Add any additional notes.," addtional notes campus operations are interrupted once a month during hurricane season from the accumulation of stormwater.  three or eight times annually, the campus may experience sustained flooding to the parking lot and / or  building(s) and / or grounds for 24 hours.  the rainwater floods educational areas; requiring the classes to be canceled. paved service adequate adequate does not exist erosion ruts are observed on campus & clogging catch basins; regrade; new landscape & stormwater management sidewalks are extensively cracked with heaving and/or subsidence. replace with new exterior lighting is not sufficient to illuminate walkways between buildings. entire perimeter of site is fenced. inadequate space for outdoor activities;  nan  foundations may be un-stable with significant visible grade settlement and/or erosion  columns have no visible cracking, spalling or corrosion most structural walls  have minor visible cracking, spalling or exposed reinforcing campus has zones on campus with no internet service; campus experiences 'drop-outs' weekly some floor slab or decking areas have significant visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration nan nan nan  replace replace many walls require patching/repair (50% or more) nan replace replace  exposed concrete too slippery when wet (exposed to outdoors) cracks observed - repair replace  ramps yes  library/media center replace ac system & upgrade envelope for system   natural   add exhaust system  pad transformer cleanable - in good working order adequate inadequate clearances nan  nan nan appear to be operable no  yes     handwash  municipal utility yes on site yes acceptable wood - to be replaced leaking water space too small - not compliant propane not operable adequate  nan    ",0
70425-FCI-CRISTOBAL COLON.pdf,CRISTOBAL COLON,2 buildings are two story and the rest single,"2 buildings are two story and the rest single addtional notes additional notes  parking is not sufficient for staff and visitors; add parking does not exist drainage is not sufficient to prevent rainwater from covering parking and/or walkways. additional covered walkways are needed. exterior lighting is not sufficient to illuminate parking areas. entire perimeter of site is fenced. inadequate space for outdoor activities;  minimal  foundations appear to be stable with no visible grade settlement and/or erosion  columns have no visible cracking, spalling or corrosion structural walls appear to be stable with no visible cracking, spalling or exposed reinforcing additional notes floor slab or decking areas appear to be sound with no visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration    small classroom with stella joists/ deck not usable replace repair majority in fair condition; install new finishes nan replace repair paint/ repair adequate  repair adequate ramps yes  administration   sped natural  natural natural  pole cleanable - in good working order none inadequate clearances nan drains back up at main restrooms not observed nan appear to be operable no  exists nan exists adequate exists handwash no municipal utility natural drainage yes plaster plaster replace space too small - not compliant propane both adequate appears to be operable     ",0
70433-FCI-CARLOS ORAMA PADILLA.pdf,CARLOS ORAMA PADILLA,Add any additional notes.," addtional notes campus operations are rarely interrupted by rain events from the accumulation of water from storm events.  once or three times annually, the campus may experience sustained flooding to the parking lot and / or grounds for 24 hours.  the water level never floods any of the buildings, nor does it interrupt classwork. paved service adequate parking striping is extensively worn; replace top coat and re-stripe does not exist drainage is not sufficient to prevent rainwater entering building. sidewalks are extensively cracked with heaving and/or subsidence. replace with new exterior lighting is not sufficient to illuminate walkways between buildings. entire perimeter of site is fenced. play areas are adequate to provide opportunities for all age groups. no fall protection. landscaping is attractive.  foundations may be un-stable with minor visible grade settlement and/or erosion  some columns have minor cracking, spalling or corrosion some structural walls  have significant visible cracking, spalling or exposed reinforcing campus has consist internet services throughout campus; campus has not experienced 'drop-out' in the last 12 months some floor slab or decking areas have significant visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration nan nan some floor framing members have significant visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration  repair replace many walls require patching/repair (50% or more) nan replace replace   cracks observed - repair repair repair nan  library/media center, administration new & in good condition   natural   add exhaust system  pole surfaces cracked - no longer cleanable adequate inadequate clearances   nan nan appear to be operable no  nan nan yes yes nan handwash no municipal utility  yes acceptable  adequate space too small - not compliant propane both adequate handwash nan enter text: 65 kw diesel  ",0
70482-FCI-JOSE CAMPECHE.pdf,JOSE CAMPECHE,Add any additional notes.," addtional notes campus operations are rarely interrupted by rain events from the accumulation of water from storm events.  once or three times annually, the campus may experience sustained flooding to the parking lot and / or grounds for 24 hours.  the water level never floods any of the buildings, nor does it interrupt classwork. paved service adequate parking is not sufficient for staff and visitors; add parking does not exist all drainage flows to rear of site cracks at second floor walkways exterior lighting is not sufficient to illuminate walkways between buildings. entire perimeter of site is fenced. equipment is obsolete- showing signs of corrosion and lack of use. minimal  foundations appear to be stable with no visible grade settlement and/or erosion  columns have no visible cracking, spalling or corrosion structural walls appear to be stable with no visible cracking, spalling or exposed reinforcing campus has consist internet services throughout campus; campus has not experienced 'drop-out' in the last 12 months floor slab or decking areas appear to be sound with no visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration roof slab or decking areas appear to be sound with no visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration  floor framing appear to be sound with no visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration existing storm damage at lower level wall repair repair some isolated conditions wall require patching/repair nan repair repair paint/ repair  not covered adequate adequate none  administration replace ac system & upgrade envelope for system    none natural natural   cleanable - in good working order none inadequate clearances exists lower level restrooms not working/ no staff toilet on site nan none no  exists nan exists  nan handwash no municipal utility natural none grout stained painted plaster appears to be functional space too small - not compliant propane both adequate handwash nan    ",0
70490-FCI-DR. JOSE ANTONIO DAVILA.pdf,DR. JOSE ANTONIO DAVILA,"Majority multi-story and a few single story buildings","majority multi-story and a few single story buildings addtional notes additional notes paved service adequate adequate does not exist good condition additional covered walkways are needed. exists entire perimeter of site is fenced. play areas are adequate to provide opportunities for all age groups. landscaping does not restrict visibility and provide areas for concealment.  foundations appear to be stable with no visible grade settlement and/or erosion  columns have no visible cracking, spalling or corrosion structural walls appear to be stable with no visible cracking, spalling or exposed reinforcing campus has consist internet services throughout campus; campus has not experienced 'drop-out' in the last 12 months floor slab or decking areas appear to be sound with no visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration roof slab or decking areas appear to be sound with no visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration roof framing appear to be sound with no visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration floor framing appear to be sound with no visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration  adequate  majority in fair condition; install new finishes nan adequate  adequate ramp is in good condition adequate adequate adequate ramps yes  all new & in good condition nan  doas new & in good condition  add exhaust system  pad transformer cleanable - in good working order adequate  exists with pump  too few nan appear to be operable no smoke detectors exist a few on campus exists exists exists exists handwash no municipal utility  yes grout stained laminate. good condition adequate generally complies with accessible spatial needs - minor adjustments to accessories propane both adequate nan adequate & active 200 gallons/ 52kcfh diesel  ",0
70508-FCI-JESUS SANCHEZ ERAZO.pdf,JESUS SANCHEZ ERAZO,3 story,"3 story addtional notes campus operations are interrupted once a month during hurricane season from the accumulation of stormwater.  three or eight times annually, the campus may experience sustained flooding to the parking lot and / or  building(s) and / or grounds for 24 hours.  the rainwater floods educational areas; requiring the classes to be canceled. paved service adequate parking is not sufficient for staff and visitors; add parking does not exist several areas that drain towards building sidewalks are extensively cracked with heaving and/or subsidence. replace with new exterior lighting is not sufficient to illuminate walkways between buildings. entire perimeter of site is fenced. inadequate diversity of activities for the quantity of students served. minimal   columns at bridge need review some structural walls  have minor visible cracking, spalling or exposed reinforcing additional notes some floor slab or decking areas have minor visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration some roof slab or decking areas have minor visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration  some floor framing members have minor visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration  repair  some isolated conditions wall require patching/repair nan replace repair repair paint  cracks observed - repair several areas need repair. leaks in kitchen adequate both elevator and ramps  administration replace ac system & upgrade envelope for system   split dx nan natural natural  pad transformer cleanable - in good working order none inadequate clearances nan cafeteria needs new cleanable floor pump for lower level only partial functioning nan nan appear to be operable no  exists nan exists  nan handwash no municipal utility  yes needs painting painted plaster adequate generally complies with accessible spatial needs - minor adjustments to accessories propane both adequate appears to be operable not active - reconnect  diesel not adequate service ",0
