Opportunities.OpportunityID,Street,City, State,Zip
FBB298656D3043A8AE5852A131BCF7C2,,Vancouver, BC,
88725D6C7F6B4F88B8825D5E473FC136,,White City, Baku,
94EAEA1541844DF59215056836F8166A,,Wuxi, NON-US,
DB378A3A3EBC4031996F40D3997CC53E,,Xi'an, SN,
E377605A6925445CBDF1A4B0E16B25B8,,Nairobi, Nairobi,00100
AE1EAEDFB0364FB4A5C9D9973EFE19A3,1,Shenzhen, NON-US,
0C9845D7C95344CEA0CA96771E0549A5,1075 W Pender Street,Vancouver, British Columbia,V6E 2M6
B53668BEA8D8429782D5D4904DC4A831,205 8th Avenue SE,Calgary, AB,T2G 0K9
8EF5A554A1334EF1A10BABBE56D6B6C0,330 McGee St.,Springhil, NS,B0M 1X0
F731F47160C945DFADCED41298D14E82,Al Baghdadiyah,Jeddah, jedd,
WRL2065,Al Gharfafa,Doha, QA,
BFC72F6E4B74444DA696CDA42DDBE87A,Al Qaseem Road in Al-Hadra district,Al Madinah, .,
7681B0A24EB94679A9B99C67AB8AE560,Gomba City,Arusha, add,
WRL2069,High Speed Train Station,Hangzhou, NON-US,
7434E221A2454109B7BBFDA49F3CABC3,Huaguoyuan,Guizhou, GZ,
175870037EBE46088024A1D639D02F4D,Jerusalem,Jerusalem, add,3
D0A4E0027109442F804E423566B9CF71,New US Consulate Compound,Casablanca, add,00000
814B9EAAAB844B478C9EE3E21F0133CB,One Shenzhen Bay Office Building,Shenzhen, shan,12
2343C1E5AE004FC694825BF8A6CD76EF,Qiddiya,Riyadh, riyadh,
7F0AF30FF939483C8BC321FB412C254C,Qiddiya,Riyadh, riyadh,
4DD99636833249E1A73F883662698B29,Qingdao west coast new district,qingdao, Sha,
29296D65CFDA437F97785F02041C34AE,Thumama,Riyadh, riyadh,
5E5AD08F73D4425094B0B60F959CC450,U.S. Consulate Compound Medan,Medan, Surabaya,
ECA1D84DBF8F40DCA2F191E42924397A,U.S. Embassy - Bangkok,Bangkok, add,10330
841F775F6ACC4280AD31093C6E727FBE,U.S. Embassy Compound,Rangoon, add,1
315070ECAD58403499CC1C608CD2D487,U.S. Embassy Compound,Tirana, .,00000
57EB754F2C4F4E9198E39EA52E21DAC4,U.S. New Consulate Compound,Merida, YC,
B36B77CF29474DF89F9822100762FA47,U.S. New Embassy Compound,Doha, QA,
F540BBDC617A472D9185269DBBAA0093,"Unit 375, Parcel 17, Porto Arabia",Doha, QA,
276F6C92AB3B435FA2C54073C20F1FA2,"United States Embassy, Tirana",Tirana, add,00000
DFB8147C08744376AE14E51D138AB0EE,US Embassy Compound,Adana, add,00000
